drive,target_m,i0,i1,dist_m,dur_s,speed_kmh,cal_scale,err_frozen,err_AI + gyro,err_AI + road,err_perfect + road,err_AI cal + road
S-S2,1000.0,20867,22137,1103.9125808690333,127.0,31.292010166366296,0.8681838235787245,656.1166081667371,1376.4766541935624,104.32330384756983,11.725857836128743,53.40032385289922
S-S2,1000.0,21147,22316,1062.0002224917353,116.89999999999964,32.70488281411684,0.8876263855945787,924.2791744188847,1956.9010336158476,131.83076087200766,14.564275976725938,4.356663369452518
S-S2,1000.0,21776,22767,1134.1169131591705,99.10000000000036,41.198999872583244,0.8461495371955291,1065.956822189891,697.068702350463,16.042934886049803,6.23768025087749,161.86892170044916
S-S2,1000.0,21957,22947,1000.8879371518542,99.0,36.39592498734015,0.8735744681476383,932.2904684177832,1082.5532809590702,112.29934426706849,8.534584100207196,29.730360551144766
S-S2,1000.0,22137,23216,1001.4025041694658,107.89999999999964,33.41101960157636,0.956899200496687,932.1816746545926,1737.470906920051,209.551201568137,8.224179213245554,157.01381423589683
S-S2,1000.0,22137,23216,1001.4025041694658,107.89999999999964,33.41101960157636,0.956899200496687,932.1816746545926,1737.470906920051,209.551201568137,8.224179213245554,157.01381423589683
S-S2,1000.0,22676,23486,1124.6321139961783,81.0,49.98364951094126,0.8715806448932106,1119.8874502714593,339.5094860609101,54.08826078435657,2.4598060741088736,97.52439448796795
S-S2,1000.0,22857,23666,1043.972104386392,80.89999999999964,46.456113421397134,0.9747583811126096,1038.2913167554534,269.1774067747934,165.48065171455124,2.5533053262175613,134.90529886053568
S-S2,1000.0,23126,23846,1026.579083962115,72.0,51.32895419810575,0.9199929582276853,1023.7184066480919,217.3920274510622,57.32810041000774,3.119531004317625,29.671250714792635
S-S2,1000.0,23216,23936,1004.223367920953,72.0,50.211168396047654,0.9347640077846184,999.2338715939773,52.64077225999162,38.38669078738874,2.315971065437637,29.630474070930145
S-S2,1000.0,23396,24296,1021.9594287236159,90.0,40.87837714894464,0.8866987879598356,795.4346469822513,554.1974966740637,124.1328804515998,2.142858445236637,6.098142731162622
S-S2,1000.0,23576,24477,1160.7538079551086,90.10000000000036,46.37862051762901,0.8609636854117791,739.319946928355,1082.722973449329,78.89118686583316,3.3887999644754134,229.29646933077436
S-S2,1000.0,23756,24656,1024.0410958287357,90.00000000000045,40.961643833149225,0.9121622703304149,759.4292570665945,1311.3701039953146,9.18559265422784,3.7647784776896573,82.35655418095425
S-S2,1000.0,23936,25496,1058.053473329168,156.00000000000045,24.41661861528842,0.9318468879138462,907.534553270298,1699.26525681027,114.75207069788534,4.911776032710838,35.10203154873251
S-S2,1000.0,24296,25856,1023.4919487755342,156.00000000000045,23.61904497174303,0.9202135250210245,844.4322779684097,589.0180364192772,139.9174825390198,2.621860200563352,47.130556421839955
S-S2,1000.0,24477,26126,1012.4660493818101,164.9000000000001,22.103564449815124,1.0106593098085908,814.0133314955089,1328.6021225325455,259.3587035443994,3.372634070072482,272.8913459199736
S-S2,1000.0,24656,26216,1022.5512401699998,156.0,23.59733631161538,0.9690105224599922,878.5221266513174,1595.4761284412234,170.00951572820838,5.427714004044015,133.12985754495486
S-S2,1000.0,25496,26396,1030.816799301756,90.0,41.232671972070236,0.9781895007155273,1027.8176832905356,74.86020812488634,71.00424994820148,2.699516766434868,47.02594237907639
S-S2,1000.0,25856,26576,1027.4043881061352,72.0,51.37021940530676,0.8,1022.4394154879443,333.69809893044396,85.72274322734364,5.348894327428095,273.1321644544666
S-S2,1000.0,26037,27916,1038.976373566602,187.9000000000001,19.905880494091353,0.8,1036.1844123526653,409.3548374119119,6.993698260107077,3.349647506271381,202.10239763137105
S-S2,1000.0,26216,28186,1103.9951853780076,197.0,20.174531306400137,0.8469684569685688,1095.9319275160178,381.26283249810035,80.27239998071654,4.406029552610159,101.34117341106065
S-S2,1000.0,26396,28366,1000.2667953792552,197.0,18.278987123681823,0.8797399720372018,984.9863651990922,289.3113500636196,54.2528845810585,7.1461459170188135,74.81497053211997
S-S2,1000.0,26576,28726,1045.4386567081456,215.0,17.50501936813639,0.9557035826921708,1034.1435030288633,293.43824477689475,183.82088689725967,3.5289788555799886,129.25888826311518
S-S2,1000.0,26667,28906,1052.3965487847745,223.9000000000001,16.92107001172482,1.0601704648205443,1031.3406988465806,491.45471203505014,236.31491811131542,2.52875475648301,313.77787365541815
S-S2,1000.0,28097,29676,1052.7827923088407,157.9000000000001,24.00264757638901,0.8,935.9339655190956,572.5882713864994,39.943711311578426,1.7068929981329162,145.05722900114958
S-S2,1000.0,28276,29856,1018.6726897677763,158.0,23.210263817493637,0.8,914.3894480306359,1008.8299677471108,137.6485995435478,10.442622453656835,94.75356155301407
S-S2,1000.0,28636,30036,1037.6140371997426,140.0,26.681503813707668,0.8,927.565785390892,875.9634007131305,13.582138297218856,7.466475427448855,202.43054140152785
S-S2,1000.0,28816,30306,1037.1347828098114,149.0,25.058290054465242,0.8266797645523378,902.8778776864577,599.4186995161064,133.69002177742354,2.997339292863036,68.18062802992499
S-S2,1000.0,29587,30487,1028.3158267097497,90.0,41.132633068389985,0.9095692898777257,965.4825598090188,979.6489980846978,31.784277894604372,14.038515589190379,65.65590365261487
S-S2,1000.0,29856,30757,1005.3833477441694,90.09999999999991,40.17069979887918,0.9885832932262741,949.7749080937809,300.8759753142823,9.167726426329805,5.45657805389916,3.72677689125086
S-S2,1000.0,30036,31227,1039.3979462447205,119.09999999999991,31.417570163568403,0.9074103919519902,990.4605040714885,1195.9814805338233,138.8447231002734,4.774307221448637,29.711743932562033
S-S2,1000.0,30306,31496,1033.0513451862062,119.0,31.251973467818004,0.8234322564210725,964.497416966776,336.4493059714259,290.93914753267313,7.894151717294377,56.09541971757297
S-S2,1000.0,30487,32056,1007.1083105061807,156.9000000000001,23.10764765979763,0.8973380893444771,961.8999102216092,489.40890455159064,307.7239919452788,6.02343104940027,172.1223467746146
S-S2,1000.0,30757,32646,1030.5514870365005,188.9000000000001,19.63994363859926,0.9507961350211057,934.2430516384482,579.0504332374817,449.2588176876933,4.058936506139155,376.4800297603733
S-S2,1000.0,31136,32916,1058.392040664894,178.0,21.40568172131246,0.9271450939765065,803.9153438135211,950.3752012308029,425.05168993504594,4.767502741843757,317.2105804897549
S-S2,1000.0,31496,33436,1028.1909708149215,194.0,19.079832448111944,0.8,785.6304756290832,1375.416820027893,106.84910812751168,3.4139687449573337,118.70490523750018
S-S2,1000.0,31676,34636,1055.2351823730169,296.0,12.833941407239394,0.8,859.2170156725455,1844.0755393484221,288.02528068663685,31.542982085722105,26.97773410554444
S-S2,1000.0,32466,34816,1016.4793154326399,235.0,15.571598023648951,0.8,854.00328133263,914.1269428646203,77.28298950184114,27.932215918855206,135.48691793557643
S-S2,1000.0,32826,36226,1062.5506305848066,340.0,11.250536088545012,0.8,845.026838016551,532.7778997749742,20.325164528942093,28.339690753165673,192.44048855356496
S-S2,1000.0,33346,36586,1059.9404891277045,324.0,11.777116545863384,0.8295260813721397,812.7507038291841,1164.7027841934357,36.19980146458177,25.25639439330346,142.04974709235637
S-S2,1000.0,34547,36946,1028.5395431835714,239.9000000000001,15.43452419950336,0.9154716821811549,841.6634367454855,1742.391871592312,78.083982526722,4.55700887722685,16.018137354046953
S-S2,1000.0,34816,37396,1060.6926686635597,258.0,14.800362818561299,0.9736043580049979,551.8749742438462,733.5793782725136,252.03495792323017,32.30791793919584,217.53058951330814
S-S2,1000.0,36226,37666,1042.7913079949467,144.0,26.06978269987367,1.006581317838967,569.0268140122972,1162.0443191772881,396.0023964889191,107.20286001715867,404.7660190624375
S-S2,1000.0,36496,37846,1028.639568567185,135.0,27.430388495124937,0.8638750055088343,557.7806771262382,643.4135218763696,351.1431190402491,114.0459005435603,178.84642932458698
S-S2,1000.0,36946,39138,1110.1233973314265,219.19999999999982,18.231953605808116,0.8,640.3304988059275,1009.0793135485114,265.9678380928801,111.07962414435744,13.061275273869228
S-S2,1000.0,37306,39496,1012.9155634067392,219.0,16.650666795727222,0.8,492.59767686006484,1552.1793579067971,307.50142772759136,116.10521426669574,66.64131519311488
S-S2,1000.0,37576,39857,1098.2039885107333,228.0999999999999,17.332461019897597,0.8,537.0355763221811,877.3972670517603,169.1790564074802,7.477841529152865,83.69898025509649
S-S2,1000.0,37846,40126,1028.3808099509733,228.0,16.237591736068,0.8312475618720699,644.075386815855,848.2863557470115,354.5652428104575,10.534393796793752,119.95995804188881
S-S2,1000.0,39046,40396,1085.2916184898932,135.0,28.941109826397152,0.8,723.9429363853874,475.2642877546362,305.65062579016626,12.976134189524094,26.073035802409745
S-S2,1000.0,39496,40916,1009.2336129945252,142.0,25.586204273100638,0.8,799.0334751496298,1925.2601541012034,220.0132264440204,10.19060011676401,27.503218414280862
S-S2,1000.0,39857,41457,1041.33245415696,159.99999999999955,23.429980218531668,0.8,937.1524718978659,347.618558023926,335.0057102253739,6.066775055185667,59.15542942989488
S-S2,1000.0,40126,41637,1061.2253730144403,151.09999999999945,25.2839930036532,0.8,954.3286950332833,777.2509179223492,109.1187335327317,9.578582906482984,126.8539237906341
S-S2,1000.0,40396,41908,1035.4964252737082,151.19999999999982,24.654676792231175,0.8,940.656686664705,957.3648096237436,60.35779288373334,6.054533159608423,159.78438649289438
S-S2,1000.0,40576,42266,1023.9748003936002,169.0,21.812480955129946,0.815698352088651,964.8908713212808,1791.2149860061359,305.3285412372832,5.6048590290876845,60.559012731604305
S-S2,1000.0,41367,42626,1024.7502796097215,125.90000000000055,29.301834841898184,0.8284407709152347,973.9612318572263,304.7597530571957,203.31883161396325,8.249483631156144,11.22913797737115
S-S2,1000.0,41637,43076,1100.2664098399764,143.90000000000055,27.52577536778249,0.9071426262748287,875.3908635485446,870.8323674023078,348.26605408185543,9.658631373789364,212.88241456930493
S-S2,1000.0,41908,43256,1011.8074084227883,134.80000000000018,27.021562836216862,0.9004070102755672,796.5707177642939,1095.9871508565025,409.3034853296583,9.422982385570727,266.86878366739137
S-S2,1000.0,42266,43436,1036.3945603017673,117.0,31.889063393900535,0.8,871.9050656706189,1219.843608997782,263.6429396148701,9.974358433601443,1.7906933341197124
S-S2,1000.0,42536,43616,1020.0355651260506,108.0,34.001185504201686,0.8323495902925626,893.472701589933,791.8541344315387,249.25071630528316,4.6999190586546735,35.94719808398077
S-S2,1000.0,42896,43708,1052.6421727446977,81.19999999999982,46.66886480148917,0.8,887.1068402723404,727.1549825872222,7.720742342768315,3.777186511719378,205.17097713774274
S-S2,1000.0,43166,43978,1086.989184607486,81.19999999999982,48.19163872644038,0.8,953.3278928865088,950.6172884827198,95.86003427410535,2.8707504032019924,292.2171946099689
S-S2,1000.0,43436,44456,1086.2776018294535,102.0,38.33920947633366,0.8,1055.0231867966768,1106.9877955512459,92.23751975270162,3.820915632273324,290.86578429807275
S-S2,1000.0,43616,44547,1136.6095962493855,93.09999999999945,43.950532185798195,0.8133262985263541,1124.5708989195155,317.34458669959287,273.78909678874834,6.0431845954807,434.63131730611
S-S2,1000.0,43708,44816,1080.7344234646553,110.80000000000018,35.11411484181185,0.9299092136470676,1074.4152217189076,245.56466469627424,115.23459278799359,4.5859285098793405,182.91230706440032
S-S2,1000.0,43978,45296,1067.3397368993465,131.80000000000018,29.15343742668924,1.0266990182932914,1066.080200066421,135.64920250753633,92.93152452016805,4.045361130802454,66.88888735080327
S-S2,1000.0,44366,45666,1067.413106869899,130.0,29.559132190243353,0.9844880013110975,1065.6902034861519,139.1431341762601,99.24392377083254,2.433863966500168,113.5784269965924
S-S2,1000.0,44547,46116,1021.0822698568918,156.90000000000055,23.42827387816952,1.1918634119385245,1017.8255153982246,179.82716323336138,74.41401091264603,0.8460175344866108,284.572455862259
S-S2,1000.0,44727,46207,1019.7612512235355,148.0,24.805003408140053,1.1885236157933965,1014.6647581381698,238.46259268547442,30.20726452249668,1.248953046802646,228.17871819806655
S-S2,1000.0,45116,46386,1124.3371097761192,127.0,31.870973190504166,1.0944100465286701,1113.9855042431777,141.37935607754963,103.31053919212887,2.190013777084764,7.1192796007837424
S-S2,1000.0,45576,46476,1023.5474748626839,90.0,40.941898994507355,1.142229122598758,1017.9145631214225,319.3066129742824,140.37807114807683,1.7529311216559749,14.680976383676795
S-S2,1000.0,45847,47107,1010.5755509398805,126.0,28.87358716971087,1.2210234690541515,745.2263826181259,382.17920199937066,4.540546084526349,8.972617354198,226.61967000193772
S-S2,1000.0,46207,47746,1010.5283440486746,153.90000000000055,23.63808991926716,0.975816129953927,566.690445829759,623.4211300342724,17.764164209437197,14.819567982911087,37.424736307944315
S-S2,1000.0,46386,48196,1031.9529967381677,181.0,20.525031979322673,1.0579296345325053,374.76569224111176,968.0169891210368,195.71090995890074,12.989985535460097,266.0951902452519
S-S2,1000.0,46476,48286,1079.0090126725918,181.0,21.460952738239396,1.064052421739369,421.851268507697,1068.7645671336152,210.99606788089434,13.473974763025572,292.78692391323733
S-S2,1000.0,47016,48467,1035.6836373197402,145.09999999999945,25.695803544804125,1.004635511874019,533.4559943676547,926.3299137835278,485.3615693902008,343.0522921578803,485.3615693902008
S-S2,1000.0,47566,48647,1102.1955116402569,108.09999999999945,36.70586347738154,0.9609213660296023,919.203108054889,630.9065783636177,4.103546264119065,4.602725171649213,46.5823559730909
S-S2,1000.0,48016,48916,1059.2221227852024,90.0,42.368884911408095,0.8056702593333487,1031.6684386771378,1583.8727196227696,129.8594033996417,3.330664265533732,300.9546718739458
S-S2,1000.0,48286,49276,1139.5908744553672,99.0,41.439668162013355,0.8202553082586932,1103.8565812898387,469.2384295904554,147.14004801986454,2.8463148622269783,322.946105987133
S-S2,1000.0,48467,49366,1139.5608449822612,89.90000000000055,45.633137285162576,0.8395458573327353,1103.4093763278881,400.60663944928024,256.9048063893842,1.0592889984324327,398.46238124471904
S-S2,1000.0,48647,49456,1038.6041790793497,80.90000000000055,46.217244062863216,0.9906334206169506,1000.1145738874417,539.3880725617494,211.81269532796608,5.74102385999093,219.54205581364423
S-S2,1000.0,48826,49546,1088.9469442939044,72.0,54.44734721469522,1.016887180682712,1079.8825638526573,1263.9740037460062,249.71469588463395,9.408034596133188,235.56293198296572
S-S2,1000.0,49186,49726,1039.7800975164027,54.0,69.31867316776018,1.0613377477830281,1036.3501546803955,296.38109424865377,289.13424539437057,3.3176724041628196,243.0641897575749
S-S2,1000.0,49366,50087,1166.9113763993155,72.10000000000036,58.264645700936406,1.2258046484320242,1154.6376846933179,393.17055755314766,187.1576994402487,3.378249478841785,33.94260737781807
S-S2,1000.0,49456,50266,1079.3533498462566,81.0,47.97125999316696,1.2479387942672322,1066.4904644274566,215.07694185358372,21.490923939560833,9.67095949175247,292.45348513408305
S-S2,1000.0,49546,50356,1009.5900162033504,81.0,44.870667386815576,1.25,978.540534221902,308.21567604518026,79.6469526605017,6.942676747400046,353.225896239034
S-S2,1000.0,49726,50536,1021.9425290831205,81.0,45.4196679592498,1.25,956.1836286647413,211.56081868330128,109.98198432688142,8.281812959311694,394.3121606594681
S-S2,1000.0,49906,50716,1063.2080145982763,81.0,47.25368953770117,1.1854503889366017,1004.5482179238317,451.19263916396665,88.77101092535324,8.632548817424524,302.2524799798942
S-S2,1000.0,50087,51076,1056.5958384133264,98.89999999999964,38.460515857310305,1.205959232302903,1014.6653869418398,246.40298818119842,190.78749988368344,7.571254217886451,449.19845342594834
S-S2,1000.0,50356,51666,1012.8534652572635,131.0,27.8341410299706,1.1317805319105583,784.9488978471394,521.2178880953936,144.49074358868629,9.323711822401265,295.78953150578457
S-S2,1000.0,50536,51936,1142.794508748295,140.0,29.386144510670437,1.0206196895775708,912.4662668335961,867.781748445061,118.76697043765743,28.41157789014187,144.19360387271874
S-S2,1000.0,50716,52027,1058.335800990033,131.10000000000036,29.06185265876513,0.9466309568329061,837.6726122430961,572.1581459465242,70.54416097301534,22.032680817755523,11.511761034978298
S-S2,1000.0,50897,52206,1211.458412545595,130.89999999999964,33.31742005472998,0.9654925802987582,987.7513424109766,346.49177353179454,22.895973783996716,29.29280936538674,62.85231036450526
S-S2,1000.0,51376,52206,1033.2527431028357,83.0,44.81578162855673,0.9349018833352787,898.1942824826629,292.6577951497457,111.5994592064623,22.06840626307318,170.16173228923566
S-S2,1000.0,51846,52386,1165.28316895631,54.0,77.68554459708733,0.8483281381293216,1135.4624010572297,625.7435592453846,362.97120147064857,0.18911542551000957,484.63818113838414
S-S2,1000.0,51936,52477,1171.0046111535776,54.100000000000364,77.92267283092146,0.9001416088818907,1155.5699468838495,746.2959811130854,349.7181186222284,1.080292376457894,431.6837157268943
S-S2,1000.0,52116,52656,1144.8100809854586,54.0,76.32067206569725,0.985723726429315,1142.3970686311839,373.02335890059317,257.2718145280071,7.077728585746263,269.9247692447621
S-S2,1000.0,52206,52746,1164.293968103746,54.0,77.61959787358307,1.1274731009557628,1161.5603845064281,377.9102711171434,272.73710544301053,8.101628799988188,159.1577724751538
S-S2,1000.0,52297,52836,1190.3308671674604,53.899999999999636,79.5026182152669,1.1700900439142596,1188.2372575724587,471.9780384705051,318.12772965391065,6.008033332481135,169.87073678715768
S-S2,1000.0,52477,52926,1040.5068375605479,44.899999999999636,83.42593797812923,1.2274541916698578,1038.7759693571431,365.0960747991161,323.23861699780963,7.003758147587525,161.81993423609933
S-S2,1000.0,52566,53016,1160.4128110974198,45.0,92.83302488779358,1.1732722178607635,1135.3430883842373,419.37326580463537,437.5138800325402,7.56314556292898,318.69024457886644
S-S2,1000.0,52656,53106,1204.397501586689,45.0,96.35180012693513,1.196003906981261,1166.460804089441,481.2956958314078,490.45218327584666,7.919517463261249,351.1022738051929
S-S2,1000.0,52836,53286,1226.8080209403706,45.0,98.14464167522965,1.25,1211.946133232036,624.7173002360803,498.4638535687197,4.49908560162078,315.69729574453874
S-S2,1000.0,52926,53286,1007.9976690892217,36.0,100.79976690892218,1.25,1007.9420601496679,498.9472301917895,410.8255460807599,3.67937063107573,261.33723786074563
S-S2,1000.0,53016,53376,1014.877203439959,36.0,101.4877203439959,1.25,1014.8531307766943,433.4870459426395,433.1286465236521,1.07519521595434,287.5233456800346
S-S2,1000.0,53106,53646,1070.7518054073953,54.0,71.38345369382635,1.25,1053.8697755022945,268.17684349468084,272.1455767796343,1.440786554248936,84.08944930775748
S-S2,1000.0,53196,53916,1023.5827596649979,72.0,51.179137983249895,1.25,940.024325604321,199.9340163716995,68.86508721703929,3.947326191197862,169.57541986526053
S-S2,1000.0,53286,54276,1021.0882255425313,99.0,37.13048092881932,1.25,745.9122739840374,745.7521181946353,171.11436951796398,7.322002779726244,467.3360154407696
S-S2,1000.0,53376,54546,1004.0225239038191,117.0,30.893000735502124,1.25,491.5265209419621,1204.577310087227,294.2335012743588,6.944796832038813,486.6260044399887
S-S2,1000.0,53467,54976,1006.7405410277934,150.89999999999964,24.017666982770475,1.25,389.56761072740244,1465.19833773863,491.4685672744211,26.459254490492075,491.4685672744211
S-S2,1000.0,53646,55246,1044.839629467293,160.0,23.50889166301409,1.25,325.6861401322651,1655.418096088462,489.0614888106892,21.901118522946508,489.0614888106892
S-S2,1000.0,54006,55606,1040.386941164179,160.0,23.408706176194027,1.25,175.94654080189608,1597.0117516276855,491.45127694659885,491.45127694659885,491.45127694659885
S-S2,1000.0,54366,56056,1034.2102561905704,169.0,22.03051433305357,0.9786975099399261,532.7658925731989,1947.675045675615,491.75562784684655,18.011278384735263,475.1865341366923
S-S2,1000.0,54796,56326,1038.5043848592104,153.0,24.43539729080495,0.8,498.84026679046434,1728.4862158602546,422.0182646969733,7.673429308292945,130.12477402086296
S-S2,1000.0,55156,56686,1008.6609604042969,153.0,23.7331990683364,0.8,487.7227927458811,1322.5344909140085,377.16015215441695,11.01695451842698,102.14458744500713
S-S2,1000.0,55517,57136,1000.3341574335864,161.89999999999964,22.243378423476955,0.8,485.4739821674278,816.9028918805657,342.31482305679714,5.367814885441562,74.82407312309525
S-S2,1000.0,55876,58086,1052.288607669885,221.0,17.1413528851203,0.8,389.0637522110922,971.8626224710913,403.6477930973585,8.96632190698098,110.7302763713999
S-S2,1000.0,56326,58266,1056.8622877277376,194.0,19.611877504226058,0.8,777.4424109865754,1748.9465936443773,286.0531957678829,10.339478332740153,16.760127793742456
S-S2,1000.0,56686,58447,1177.82543597716,176.10000000000036,24.07820312048704,0.8,936.2161233521267,886.3145648049112,89.7758498777753,21.41644678660277,167.9973671566695
S-S2,1000.0,57136,58536,1035.0985968183522,140.0,26.616821061043343,0.8,824.9771312669052,575.4881266923838,196.43758971056354,156.91182514846065,21.623687149296615
S-S2,1000.0,58086,58627,1014.7097029518991,54.100000000000364,67.52227228515365,0.8,960.0708323426967,374.4085220848092,259.87498610359734,26.171900997369782,404.5120193078503
S-S2,1000.0,58266,58896,1062.1174121883378,63.0,60.69242355361931,0.8259926408905761,1008.5209600767975,242.48957355331848,217.17155087389133,24.254703884033635,364.86893340130064
S-S2,1000.0,58356,58986,1122.6501412890866,63.0,64.15143664509067,0.8941474658801964,1066.8062140074355,383.1951283902474,285.72669422871724,23.849673305418754,376.83990489966504
S-S2,1000.0,58536,59076,1031.8823581608885,54.0,68.7921572107259,1.0230009531305098,980.7212962357075,452.3055509075647,333.6502302981089,17.794298886210022,317.1823170369563
S-S2,1000.0,58627,59167,1257.7208502101203,54.0,83.84805668067469,1.1400722911281853,1254.100062648537,876.703946337609,543.2647300986969,1.763581934989652,443.2159557583473
S-S2,1000.0,58896,59346,1122.3048556999493,45.0,89.78438845599594,1.1579621679589682,1121.5905964278847,509.53221655815776,507.7405637026449,6.529308021461327,410.6156035494746
S-S2,1000.0,58986,59436,1064.8795875529613,45.0,85.1903670042369,1.2211099440208326,1063.707728814842,470.9850564818823,461.4741110650722,5.363422362561815,328.2225143712722
S-S2,1000.0,59076,59617,1073.6626594891786,54.100000000000364,71.44520469798553,1.25,1071.357316018999,452.2921889042323,440.12361932156375,1.5731928005185727,282.020689682649
S-S2,1000.0,59167,60246,1037.001083080395,107.89999999999964,34.5987386384563,1.25,578.0754010823971,1028.412947914963,252.57679818279186,87.92113234237202,502.8789582017847
S-S2,1000.0,59167,60246,1037.001083080395,107.89999999999964,34.5987386384563,1.25,578.0754010823971,1028.412947914963,252.57679818279186,87.92113234237202,502.8789582017847
S-S2,1000.0,59346,60736,1032.897075926623,139.0,26.75129117507801,1.25,409.90752939775433,1204.217656065597,489.3478820640024,206.24579635067883,489.3478820640024
S-S2,1000.0,59526,61187,1014.46634597925,166.10000000000036,21.98722965397527,1.25,115.75386022996155,1206.8366566627071,497.91536305216346,202.38172082738646,497.91536305216346
S-S2,1000.0,59796,61916,1002.519169062005,212.0,17.023910418034045,1.25,160.22888535972402,1142.2748902017252,497.2764327239625,195.84821824803967,497.2764327239625
S-S2,1000.0,60066,62277,1093.278836896323,221.10000000000036,17.8010122696823,1.25,449.90068669099753,1025.3471207014788,477.2627470416699,198.5429857764692,477.2627470416699
S-S2,1000.0,60557,62636,1033.9509165729032,207.89999999999964,17.9039119752884,0.8,579.8693252054923,1215.4904147400414,443.86472549792575,15.22042394979691,145.30315356696505
S-S2,1000.0,61006,62907,1001.3927456774909,190.10000000000036,18.96377635159895,0.8,386.1538022693473,1368.8512550998776,301.35269890409563,7.270043489583603,41.18100230417335
S-S2,1000.0,61726,63446,1051.2607469195063,172.0,22.00313191226874,0.8,441.270228052493,926.6012395969652,361.42372704186516,10.866251013572164,80.96232599799133
S-S2,1000.0,62277,63716,1009.4299005648936,143.89999999999964,25.25328451725939,0.8,494.4104678074794,782.9295364838799,304.89161145535184,3.545762040737225,41.764707260997085
S-S2,1000.0,62636,63896,1005.0076698946505,126.0,28.714504854132873,0.8,443.5212612618865,818.2724899795644,152.57980073978166,10.773947835773392,72.96930331257481
S-S2,1000.0,62907,64256,1041.2410244811763,134.89999999999964,27.78701029008336,0.8,487.90357909650805,1798.6979241476238,301.93408408838974,5.068308969442055,32.930246537178675
S-S2,1000.0,63357,64706,1055.771811402832,134.89999999999964,28.174785181988184,0.8386523195681922,305.82935795841564,1449.0626231550175,250.8432873641233,9.559470352948722,40.866281106572934
S-S2,1000.0,63626,65066,1061.3240332360801,144.0,26.533100830902004,0.8201082212484259,442.9123139929286,1583.2983635127143,246.7289872338729,11.494592357798041,9.363685313298804
S-S2,1000.0,63896,65336,1028.5397071791158,144.0,25.713492679477895,0.8541754485008912,523.5953826957266,1240.3732060656232,282.9181955952817,6.774534127618268,90.92315671104743
S-S2,1000.0,64166,65606,1048.5894659087426,144.0,26.214736647718567,0.8031853395562425,419.3142141793835,877.6825451188848,269.4803261700543,6.279601198787663,9.106360427103365
S-S2,1000.0,64706,66057,1040.9485948781294,135.10000000000036,27.738082468995234,0.8155263963153139,749.7900755117324,2100.532600089109,346.61193975758056,27.273550465492068,85.4144692105985
S-S2,1000.0,64887,66237,1017.6638822111054,135.0,27.137703525629476,0.8496530687491517,694.6277543868636,1423.3365411842763,445.2296907503594,18.52339691669259,222.6507266590636
S-S2,1000.0,65246,66506,1013.9362965330292,126.0,28.969608472372265,0.8064486952302135,281.71624278584153,1012.8019308860734,373.57698258699986,8.272205193321895,103.47344233739818
S-S2,1000.0,65606,67146,1041.7603108057083,154.0,24.352838434419155,0.800484795762164,363.904636759062,1568.7715692144998,374.37971866953353,17.245090413058687,88.45386900492645
S-S2,1000.0,65876,67326,1103.328600513043,145.0,27.392985943772107,0.8,557.6779850759027,1586.0217741168922,298.2887348674996,12.012387734934432,15.865675356436117
S-S2,1000.0,66237,67506,1124.1382239216255,126.89999999999964,31.890446068698687,0.8,656.4620484966778,1070.443188717412,183.56995189603347,3.7877967856224695,78.66877730182227
S-S2,1000.0,66506,67596,1023.1212360109566,109.0,33.79116008843526,0.8,893.6002952977792,2052.4557953647973,151.3803561461607,9.02604803487928,85.32835252064756
S-S2,1000.0,67146,67777,1072.674837697392,63.100000000000364,61.1985644328144,0.8,1065.4922429369121,244.7004151561264,55.8756500142951,4.0463001969438,258.8956590166689
S-S2,1000.0,67326,68046,1077.104189819016,72.0,53.8552094909508,0.8338596757359014,1064.2888656438815,333.98710797629286,124.08687856974609,1.8103250555895354,75.52962094208256
S-S2,1000.0,67416,68136,1080.3703117524274,72.0,54.018515587621366,0.8529164126598454,1066.3969768575328,329.6335548648757,136.464238549514,3.040252737238345,42.83841779070357
S-S2,1000.0,67596,68317,1084.9036308390132,72.10000000000036,54.169945506524655,0.8604384552762363,1069.7286139563232,453.34018923920576,101.96319112939193,1.90931529897333,63.90465602548075
S-S2,1000.0,67777,68586,1015.5443405545666,80.89999999999964,45.19109550057424,0.96938682406403,999.2084809520277,400.49826121257126,276.5427329925074,3.305475611270676,236.92916130690725
S-S2,1000.0,67956,68766,1086.9700221015664,81.0,48.30977876006962,0.8809333498396378,1070.1832588936156,258.9835090185407,124.19947811197162,2.1399035712973213,20.240355892147715
S-S2,1000.0,68136,69036,1088.2456277827732,90.0,43.529825111310934,0.9019318770328528,1020.9661492457981,312.65018727770536,97.6339746036083,1.8581857388488243,18.673486843553
S-S2,1000.0,68317,69307,1010.4308801206571,99.0,36.74294109529662,0.9273536003373043,931.5769036748302,686.6292216509404,170.36793906470257,2.1451973355023974,84.54794575215617
S-S2,1000.0,68496,69487,1010.6614994901392,99.10000000000036,36.71424216109473,0.8978023146971646,845.0152547482777,565.3402654703395,133.28247412799334,0.8859569321188353,16.37083912233719
S-S2,1000.0,68677,69756,1053.1419558269772,107.89999999999964,35.13726636679454,0.891449341066623,818.768115594458,454.0465319059937,134.9114552408767,7.657171764453724,8.945374729810906
S-S2,1000.0,68856,69936,1032.12372328301,108.0,34.40412410943367,0.8998366910634689,782.2160266159357,462.86102229373233,218.84663748542292,10.254183859955655,92.88036169183556
