time,seconds_elapsed,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
150560092946551,138.885153,1.633,6.2250504,127.0,536.2,75.1264167,15.3680333
150561095360320,139.887566,1.64,6.245125,129.0,535.9000000000001,75.12646,15.3679933
150562094617244,140.886823,1.66,6.1076937,128.0,535.1,75.1264983,15.3679633
150563099851782,141.892058,1.68,5.646503,126.0,534.7,75.1265383,15.3679317
150564097828398,142.890034,1.7,5.333552,124.0,534.4000000000001,75.126585,15.3678983
150565095248936,143.887455,1.72,5.032439,127.0,533.7,75.1266183,15.367875
150566093062475,144.885268,1.716,4.769931,129.0,532.9000000000001,75.1266517,15.3678483
150567107293628,145.899500,1.74,5.1256037,132.0,532.6,75.1266867,15.3678167
150568094602552,146.886809,1.733,4.1903534,136.0,532.5,75.1267117,15.367785
150569095906782,147.888113,1.716,4.4847746,137.0,532.6,75.1267417,15.3677467
150570101088629,148.893295,1.66,5.1899443,139.0,532.6,75.1267783,15.3677067
150571095315167,149.887521,1.64,5.686651,143.0,532.8000000000001,75.126815,15.3676633
150572109263167,150.901469,1.64,5.418481,161.0,532.4000000000001,75.126835,15.36762
150573097969860,151.890176,1.64,5.0020704,169.0,532.2,75.126845,15.367575
150574096327706,152.888534,1.68,5.020086,174.0,532.3000000000001,75.12685,15.3675283
150575097207783,153.889414,1.7,4.999497,174.0,532.6,75.1268533,15.3674833
150576094261860,154.886468,1.733,4.811623,175.0,533.1,75.1268533,15.3674383
150577093772321,155.885978,1.766,4.8183146,169.0,533.4000000000001,75.12686,15.3673933
150578096624937,156.888831,1.783,5.010821,166.0,533.8000000000001,75.12687,15.367345
150579094980091,157.887186,1.8,3.9649053,171.0,534.2,75.1268767,15.367305
150580100023091,158.892229,1.8,2.9509025,172.0,534.1,75.1268817,15.367275
150581099634475,159.891840,1.8,2.3157353,172.0,534.0,75.1268867,15.3672533
150582093311091,160.885517,1.8,1.8813097,173.0,534.4000000000001,75.12689,15.367235
150583092181937,161.884388,1.8,2.0954342,163.0,535.5,75.1268917,15.3672167
150584093917014,162.886123,1.8,1.8056456,168.0,535.8000000000001,75.1268967,15.3672
150585095775476,163.887981,1.8,1.0577542,168.0,536.2,75.1268983,15.3671867
150586092380937,164.884587,1.8,0.0,0.0,536.5,75.1268967,15.367175
150587097390168,165.889596,1.82,0.0,0.0,536.6,75.126895,15.3671683
150588096497937,166.888704,1.86,0.0,0.0,536.8000000000001,75.1268933,15.3671583
150589095270784,167.887477,1.92,0.0,0.0,536.8000000000001,75.1268933,15.3671583
150590095324630,168.887531,1.95,0.0,0.0,536.8000000000001,75.1268933,15.3671583
150591097011399,169.889217,2.06,0.0,0.0,536.8000000000001,75.1268933,15.3671583
150592096219476,170.888425,2.083,0.0,0.0,536.8000000000001,75.1268933,15.3671583
150593093485015,171.885691,2.116,1.9219728,3.0,570.7000122070312,75.1268867,15.36718
