time,seconds_elapsed,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
150420376000000,-0.831794,22.416,0.0,0.0,572.3999633789062,75.1220615,15.3705093
150425325833312,4.118039,12.458,1.1349626,33.0,572.3999633789062,75.1219,15.370435
150426323136620,5.115343,2.5,1.2795994,38.0,572.3999633789062,75.1219117,15.370455
150428093299389,6.885505,2.6,3.4151819,26.0,572.3999633789062,75.12192,15.3704567
150429093549236,7.885755,2.65,3.6009967,39.0,572.3999633789062,75.121935,15.37048
150430093043697,8.885250,2.68,4.0462313,53.0,572.3999633789062,75.1219733,15.370505
150431094137620,9.886344,2.74,4.6999288,62.0,572.3999633789062,75.12202,15.3705333
150432094513236,10.886719,2.8,5.418481,74.0,572.3999633789062,75.1220633,15.3705583
150433095742774,11.887949,2.8,5.208474,79.0,572.3999633789062,75.122105,15.3705833
150434100091467,12.892297,2.8,4.544997,81.0,572.3999633789062,75.12214,15.3706017
150435099410236,13.891616,2.8,3.8846085,76.0,572.3999633789062,75.1221817,15.37063
150436096860005,14.889066,2.8,4.235649,81.0,572.3999633789062,75.122225,15.37065
150437094717928,15.886924,2.78,4.7786813,82.0,572.3999633789062,75.1222783,15.3706933
150438099017852,16.891224,6.285,5.4246573,83.0,573.2999877929688,75.1223367,15.370735
150439094917236,17.887123,5.773,6.033059,77.0,573.2999877929688,75.12239,15.3707533
150440098407390,18.890613,5.758,5.6413555,75.0,573.2999877929688,75.12245,15.370785
150441100961621,19.893168,6.235,4.9130235,74.0,573.2999877929688,75.1225017,15.3708067
150442103018467,20.895224,6.235,4.35455,78.0,573.2999877929688,75.122545,15.370825
150443099380313,21.891586,2.68,4.0086565,77.0,573.2999877929688,75.1225817,15.3708467
150444098978467,22.891184,2.68,3.986009,78.0,573.2999877929688,75.12262,15.370865
150445097016390,23.889222,2.666,4.3653593,84.0,573.2999877929688,75.1226583,15.3708833
150446096801314,24.889007,2.65,4.638162,88.0,573.2999877929688,75.1226983,15.3709017
150447097476314,25.889682,2.633,4.5851455,80.0,573.2999877929688,75.1227383,15.3709167
150448096308391,26.888514,2.6,4.447715,86.0,573.2999877929688,75.1227767,15.370945
150449101510545,27.893717,2.56,4.2531495,85.0,573.2999877929688,75.1228217,15.3709667
150450093185314,28.885391,2.533,4.1275573,84.0,573.2999877929688,75.122865,15.3709833
150451095910545,29.888117,2.5,4.121381,80.0,573.2999877929688,75.12291,15.3710017
150452095228929,30.887435,2.466,4.2140307,75.0,573.2999877929688,75.1229617,15.3710217
150453093077314,31.885283,2.433,4.379771,77.0,573.2999877929688,75.1230133,15.3710433
150454093852391,32.886058,4.413,4.485804,74.0,576.7000122070312,75.1230667,15.37106
150455096298468,33.888504,4.732,4.5928664,72.0,576.7000122070312,75.123115,15.3710817
150456097404083,34.889610,4.732,4.631985,72.0,576.7000122070312,75.12316,15.3711
150457098687391,35.890893,4.732,4.5686746,67.0,576.7000122070312,75.1231933,15.3711183
150458099573622,36.891780,4.732,4.4755096,69.0,576.7000122070312,75.12322,15.3711317
150459099069853,37.891276,2.4,4.3761683,71.0,576.7000122070312,75.1232517,15.3711533
150460093803776,38.886010,2.383,4.3010187,76.0,576.7000122070312,75.1232867,15.3711733
150461094872391,39.887078,2.366,4.2289577,78.0,576.7000122070312,75.1233267,15.3711933
150462102132084,40.894338,2.34,4.163588,80.0,576.7000122070312,75.1233783,15.3712067
150463096101622,41.888308,2.333,4.142999,81.0,576.7000122070312,75.1234367,15.3712133
150464096483084,42.888689,2.3,4.1378517,85.0,576.7000122070312,75.1234883,15.37122
150465096398238,43.888604,2.26,4.1110864,88.0,576.7000122070312,75.1235333,15.3712233
150466094379161,44.886585,2.25,4.0055685,87.0,576.7000122070312,75.1235717,15.371225
150467100063699,45.892270,2.233,3.9463754,93.0,576.7000122070312,75.1236033,15.37123
150468097092700,46.889299,2.2,3.917036,95.0,576.7000122070312,75.123635,15.3712317
150469097435700,47.889642,2.2,3.9865236,89.0,576.7000122070312,75.1236717,15.3712317
150470104616623,48.896823,2.16,4.0941005,90.0,576.7000122070312,75.1237267,15.37123
150471096495392,49.888701,2.12,4.218663,93.0,576.7000122070312,75.1237783,15.3712283
150472093814238,50.886020,2.083,4.2536645,99.0,576.7000122070312,75.123835,15.371215
150473097740931,51.889947,2.0,4.1738825,100.0,576.7000122070312,75.12388,15.3712083
150474097616315,52.889822,1.92,4.125499,100.0,576.7000122070312,75.1239267,15.3711967
150475096391700,53.888598,1.916,4.0941005,100.0,576.7000122070312,75.1239667,15.37119
150476093251469,54.885457,1.883,4.2124867,103.0,576.7000122070312,75.1240083,15.371185
150477099769315,55.891975,1.86,4.249032,100.0,576.7000122070312,75.1240517,15.371175
150478094531777,56.886738,1.85,4.3051367,100.0,576.7000122070312,75.124085,15.37117
150479096032700,57.888239,1.833,4.283004,103.0,576.7000122070312,75.12412,15.3711633
150480094139777,58.886346,1.816,4.2140307,105.0,576.7000122070312,75.1241583,15.371155
150481095194162,59.887400,1.78,4.0755706,109.0,576.7000122070312,75.1242,15.3711433
150482096313546,60.888520,1.766,4.006598,111.0,576.7000122070312,75.1242417,15.3711283
150483096863470,61.889069,1.74,3.9715967,122.0,576.7000122070312,75.1242767,15.37111
150484095957008,62.888163,1.733,3.9062269,129.0,576.7000122070312,75.1243083,15.3710817
150485100601239,63.892807,1.72,3.911374,132.0,576.7000122070312,75.1243333,15.3710533
150486094695162,64.886901,1.7,3.911374,136.0,576.7000122070312,75.1243583,15.37102
150487097759393,65.889965,1.68,4.050349,140.0,576.7000122070312,75.1243883,15.370985
150488100030470,66.892236,1.64,4.2613854,140.0,576.7000122070312,75.124415,15.3709433
150489093865624,67.886072,1.616,4.5151434,140.0,576.7000122070312,75.12445,15.3709033
150490099733239,68.891939,1.583,4.7375035,139.0,576.7000122070312,75.1244883,15.37086
150491096307470,69.888513,1.52,4.9454513,142.0,576.7000122070312,75.1245233,15.3708167
150492094717009,70.886923,1.5,5.117883,149.0,576.7000122070312,75.124555,15.3707717
150493097206547,71.889413,1.466,5.255314,155.0,576.7000122070312,75.1245783,15.3707217
150494096056316,72.888262,1.42,5.369582,160.0,576.7000122070312,75.1245967,15.370675
150495100584701,73.892791,1.4,5.4972334,161.0,576.7000122070312,75.1246083,15.3706317
150496096428932,74.888635,1.42,5.575471,161.0,576.7000122070312,75.1246233,15.37059
150497093269240,75.885475,1.433,5.5847363,161.0,576.7000122070312,75.124635,15.37055
150498093437240,76.885643,1.45,5.529146,161.0,576.7000122070312,75.1246483,15.3705117
150499098661240,77.890867,1.48,5.443702,160.0,576.7000122070312,75.124665,15.37047
150500096475394,78.888681,1.483,5.3737,161.0,576.7000122070312,75.12468,15.370425
150501097180394,79.889386,1.52,5.306786,159.0,576.7000122070312,75.1246967,15.37038
150502096303394,80.888509,1.54,5.2465634,159.0,576.7000122070312,75.124715,15.3703367
150503094993932,81.887200,1.54,5.2357545,163.0,576.7000122070312,75.1247283,15.37029
150504098595471,82.890801,1.533,5.219798,164.0,576.7000122070312,75.1247417,15.3702483
150505097738240,83.889944,1.54,5.1111917,165.0,576.7000122070312,75.1247517,15.37021
150506099977240,84.892183,1.5,4.977364,165.0,576.7000122070312,75.1247617,15.3701783
150507099358471,85.891564,1.46,4.918171,166.0,576.7000122070312,75.1247717,15.3701433
150508098230471,86.890436,1.44,4.899126,166.0,576.7000122070312,75.1247817,15.3701033
150509095059163,87.887265,1.433,4.885743,167.0,576.7000122070312,75.1247933,15.37006
150510095458471,88.887664,1.416,4.902729,165.0,576.7000122070312,75.124805,15.3700117
150511093314471,89.885520,1.4,4.9737606,165.0,576.7000122070312,75.12482,15.3699617
150512097682471,90.889888,1.4,5.0761905,167.0,576.7000122070312,75.124835,15.3699067
150513094967087,91.887173,1.4,5.17965,168.0,576.7000122070312,75.1248483,15.36985
150514094557010,92.886763,1.4,5.3453903,167.0,576.7000122070312,75.1248633,15.3697917
150515093921010,93.886127,1.4,5.507013,163.0,576.7000122070312,75.1248767,15.3697383
150516096272087,94.888478,1.4,5.5862803,160.0,576.7000122070312,75.1248933,15.3696917
150517094965933,95.887172,1.4,5.523484,158.0,576.7000122070312,75.1249083,15.369655
150518099145318,96.891351,1.38,5.3778176,162.0,576.7000122070312,75.12492,15.369625
150519103713318,97.895919,1.36,5.216195,170.0,576.7000122070312,75.124925,15.369595
150520096731164,98.888937,1.34,5.0895734,170.0,576.7000122070312,75.12493,15.36956
150521103233549,99.895440,1.32,4.9892025,171.0,576.7000122070312,75.124935,15.3695167
150522091489318,100.883695,1.333,4.8867726,171.0,576.7000122070312,75.12494,15.3694683
150523092045857,101.884252,1.333,4.7858872,169.0,576.7000122070312,75.1249467,15.3694183
150524093241318,102.885447,1.35,4.747798,163.0,576.7000122070312,75.12496,15.3693667
150525094325626,103.886532,1.366,4.8260355,156.0,576.7000122070312,75.12498,15.3693117
150526095675088,104.887881,1.4,5.0005264,150.0,576.7000122070312,75.12501,15.36926
150527097044088,105.889250,1.46,5.316051,146.0,576.7000122070312,75.1250433,15.3692083
150528096196011,106.888402,1.5,5.655768,144.0,576.7000122070312,75.1250767,15.3691567
150529097312934,107.889519,1.56,5.945556,146.0,576.7000122070312,75.1251117,15.3691083
150530097512626,108.889719,1.62,6.097914,149.0,576.7000122070312,75.1251417,15.3690617
150531096416319,109.888622,1.66,6.148357,154.0,576.7000122070312,75.125165,15.369015
150532096309011,110.888515,1.666,6.1344595,155.0,576.7000122070312,75.1251833,15.36897
150533095814473,111.888020,1.683,6.060854,148.0,576.7000122070312,75.1252017,15.3689283
150534097737857,112.889944,1.68,5.920335,145.0,576.7000122070312,75.1252267,15.3688917
150535097762165,113.889968,1.66,5.721652,144.0,576.7000122070312,75.1252533,15.36886
150536094932934,114.887139,1.65,5.5296607,138.0,576.7000122070312,75.125285,15.3688283
150537095968396,115.888174,1.633,5.3006096,136.0,576.7000122070312,75.1253183,15.368795
150538095314550,116.887521,1.616,5.1183977,130.0,576.7000122070312,75.125355,15.3687633
150539097540935,117.889747,1.6,5.0118504,129.0,576.7000122070312,75.1253983,15.36873
150540094137550,118.886344,1.6,4.9758196,128.0,576.7000122070312,75.1254417,15.3686933
150541092368319,119.884574,1.6,4.988173,128.0,576.7000122070312,75.1254883,15.3686567
150542092569319,120.884775,1.6,5.0046444,127.0,576.7000122070312,75.125535,15.36862
150543094489319,121.886695,1.6,5.0211153,125.0,540.7,75.1255783,15.368585
150544093242858,122.885449,1.583,5.0190563,124.0,540.9000000000001,75.1256183,15.3685567
150545093816935,123.886023,1.566,5.0447927,125.0,541.1,75.1256583,15.36853
150546095849012,124.888055,1.54,5.0972943,124.0,540.9000000000001,75.1256983,15.3685017
150547094131089,125.886337,1.52,5.136413,126.0,540.6,75.1257367,15.368475
150548094423704,126.886630,1.516,5.171929,125.0,540.5,75.1257767,15.368445
150549094411781,127.886618,1.5,5.2208276,122.0,540.4000000000001,75.1258233,15.3684133
150550097121858,128.889328,1.52,5.2764177,122.0,539.9000000000001,75.12587,15.3683817
150551094263089,129.886469,1.533,5.3572288,123.0,539.4000000000001,75.12592,15.36835
150552092498243,130.884704,1.55,5.4956894,122.0,539.1,75.1259767,15.3683183
150553094951781,131.887158,1.58,5.6876807,122.0,538.5,75.1260317,15.3682817
150554094880089,132.887086,1.6,5.9337177,123.0,538.3000000000001,75.1260917,15.368245
150555095391705,133.887598,1.6,7.265304,123.0,538.2,75.1261483,15.368205
150556094155474,134.886361,1.6,7.415603,122.0,538.0,75.1262067,15.3681667
150557094434474,135.886640,1.6,7.1582417,123.0,537.5,75.1262617,15.36813
150558093667474,136.885873,1.6,6.809775,119.0,537.1,75.1263167,15.3680983
150559094051090,137.886257,1.616,6.537487,123.0,536.9000000000001,75.1263683,15.368065
