time,seconds_elapsed,mslAltitudeAccuracy,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,altitudeAboveMeanSeaLevel,bearing,altitude,longitude,latitude
1788164789415930600,0.8019306640625,,94.80000305175781,2.9000000953674316,1.2202492952346802,3,1.2193769216537476,,348,570.7000122070312,75.12693,15.367205
1788164789908491500,1.294491455078125,,79.5999984741211,2.200000047683716,1.225174903869629,3,1.1035645008087158,,359,570.7000122070312,75.126935,15.3672083
1788164790517383700,1.9033837890625,,63.79999923706055,1.7000000476837158,1.2312638759613037,2.9000000953674316,1.1339330673217773,,358,570.7000122070312,75.1269367,15.3671983
1788164791012778000,2.398778076171875,,56.20000076293945,1.5,1.236217737197876,2.799999952316284,1.0901817083358765,,354,570.7000122070312,75.12693,15.3672017
1788164791508712400,2.89471240234375,,56.70000076293945,1.2999999523162842,1.2411770820617676,2.7200000286102295,0.965618908405304,,352,570.7000122070312,75.1269283,15.3672017
1788164792009579300,3.395579345703125,,56.400001525878906,1.2000000476837158,1.2461857795715332,2.6659998893737793,0.8899547457695007,,345,570.7000122070312,75.126925,15.367205
1788164793009862100,4.395862060546875,,0,1.2000000476837158,1.0315985679626465,2.628000020980835,0,,0,570.7999877929688,75.1269183,15.3672133
1788164794010420200,5.396420166015625,,0,2.799999952316284,1.0416041612625122,2.611999988555908,0,,0,570.7999877929688,75.1269117,15.3672217
1788164795013860900,6.39986083984375,,0,2,1.0516386032104492,2.484999895095825,0,,0,570.7999877929688,75.1269083,15.3672317
1788164796014819600,7.400819580078125,,0,1.5,1.0616482496261597,2.450000047683716,0,,0,570.7999877929688,75.1269,15.3672383
1788164797013772800,8.399772705078124,,179.89999389648438,1.2000000476837158,1.071637749671936,2.4800000190734863,0.23677222430706024,,230,570.7999877929688,75.1268983,15.3672333
1788164798010036200,9.3960361328125,,179.89999389648438,1.100000023841858,1.081600308418274,2.5,0.24243417382240295,,201,570.7999877929688,75.1269,15.367235
1788164799017739500,10.403739501953124,,148.3000030517578,1.100000023841858,1.0916774272918701,2.5199999809265137,0.29750943183898926,,162,570.7999877929688,75.1269067,15.3672283
1788164800010149000,11.396149169921875,,0,1,1.101601481437683,2.5329999923706055,0,,0,570.7999877929688,75.12691,15.3672233
1788164801014161700,12.40016162109375,,0,1,1.031071662902832,2.549999952316284,0,,0,570.7999877929688,75.126915,15.3672183
1788164802016052500,13.402052490234375,,140.8000030517578,1,1.041090488433838,2.5799999237060547,0.2681702673435211,,126,570.7999877929688,75.126915,15.3672183
