time,seconds_elapsed,z,y,x
1788164788757153300,0.1431533203125,-0.07782500237226486,0.3291749954223633,-0.18947499990463257
1788164788767243300,0.1532431640625,-0.11811249703168869,0.43793749809265137,-0.2199999988079071
1788164788777346000,0.163345947265625,-0.1915374994277954,0.6382749676704407,-0.2162874937057495
1788164788787428000,0.173427978515625,-0.25616249442100525,0.7933750152587891,-0.16871249675750732
1788164788797505800,0.183505859375,-0.2806375026702881,0.915612518787384,-0.11852499842643738
1788164788807595500,0.193595458984375,-0.2391124963760376,0.9926124811172485,-0.13571250438690186
1788164788837857300,0.223857177734375,-0.06324999779462814,0.7188500165939331,-0.36410000920295715
1788164788868145700,0.254145751953125,0.15674999356269836,0.36217498779296875,-0.4961000084877014
1788164788878228000,0.26422802734375,0.1775124967098236,0.36465001106262207,-0.5559124946594238
1788164788888317700,0.274317626953125,0.13832500576972961,0.4281750023365021,-0.6206749677658081
1788164788898404000,0.284404052734375,0.07975000143051147,0.549037516117096,-0.6793875098228455
1788164788908491800,0.29449169921875,0.04193750023841858,0.676087498664856,-0.7196750044822693
1788164788938756000,0.324756103515625,0.2190375030040741,0.977899968624115,-0.708674967288971
1788164788948843300,0.33484326171875,0.3485625088214874,1.0779999494552612,-0.7001500129699707
1788164788958929400,0.344929443359375,0.4328500032424927,1.1549999713897705,-0.7147250175476074
1788164788969022200,0.355022216796875,0.39489999413490295,1.2674750089645386,-0.7977749705314636
1788164788979101200,0.36510107421875,0.34485000371932983,1.2930500507354736,-0.8699625134468079
1788164788989191200,0.375191162109375,0.27156248688697815,1.400575041770935,-0.8980125188827515
1788164788999276300,0.3852763671875,0.17874999344348907,1.6216750144958496,-0.8822000026702881
1788164789009362700,0.39536279296875,0.10779999941587448,1.8367249965667725,-0.7709624767303467
1788164789029541000,0.415541015625,0.056512501090765,2.1067750453948975,-0.3653374910354614
1788164789039618800,0.425618896484375,0.0015124999918043613,2.1495375633239746,-0.29081249237060547
1788164789049714000,0.4357138671875,-0.0387750007212162,2.062774896621704,-0.3910500109195709
1788164789059803400,0.445803466796875,-0.04977500066161156,1.9454874992370605,-0.5583875179290771
1788164789069891600,0.4558916015625,-0.1377750039100647,2.038300037384033,-0.7391999959945679
1788164789079976400,0.4659765625,-0.25616249442100525,1.940537452697754,-0.7966749668121338
1788164789090066200,0.476066162109375,-0.5702124834060669,1.9637750387191772,-0.8430125117301941
1788164789100162800,0.486162841796875,-0.8853625059127808,1.969962477684021,-0.825962483882904
1788164789110253300,0.49625341796875,-1.1383625268936157,2.170300006866455,-0.7331500053405762
1788164789120335000,0.506335205078125,-1.290987491607666,2.583212375640869,-0.5741999745368958
1788164789130429000,0.516428955078125,-1.2971750497817993,2.918025016784668,-0.29452499747276306
1788164789140515800,0.526515869140625,-1.2091749906539917,2.921599864959717,-0.0147124994546175
1788164789150609400,0.536609375,-1.1101750135421753,3.0120749473571777,0.11838749796152115
1788164789160697300,0.546697265625,-1.0746999979019165,3.3442749977111816,0.12209999561309814
1788164789170787800,0.556787841796875,-1.1554124355316162,3.508037567138672,0.07081250101327896
1788164789180875300,0.566875244140625,-1.3520375490188599,3.387037515640259,0.04633750021457672
1788164789190959600,0.576959716796875,-1.5878499746322632,3.472562551498413,0.10009999573230743
1788164789201040000,0.587039794921875,-1.7626124620437622,3.5996124744415283,0.2699125111103058
1788164789211131400,0.59713134765625,-2.0460000038146973,3.7096123695373535,0.5130124688148499
1788164789221219300,0.60721923828125,-2.3416249752044678,3.8953750133514404,0.6852999925613403
1788164789231309800,0.617309814453125,-2.5396249294281006,4.132287502288818,0.6804875135421753
1788164789241395000,0.62739501953125,-2.640962600708008,4.320525169372559,0.5887749791145325
1788164789251489000,0.637489013671875,-2.5982000827789307,4.28876256942749,0.5717250108718872
1788164789261579800,0.647579833984375,-2.4150500297546387,4.085949897766113,0.6632999777793884
1788164789271663400,0.657663330078125,-2.1730499267578125,3.8611373901367188,0.8588249683380127
1788164789281748700,0.667748779296875,-2.2207624912261963,3.808612585067749,1.1129250526428223
1788164789291849000,0.677848876953125,-2.411337375640869,3.9491374492645264,1.352312445640564
1788164789301948000,0.687947998046875,-2.5541999340057373,4.14947509765625,1.4623124599456787
1788164789312043800,0.698043701171875,-2.61291241645813,4.1947126388549805,1.5527875423431396
1788164789322133500,0.708133544921875,-2.5249125957489014,4.0675249099731445,1.7029374837875366
1788164789332220000,0.718219970703125,-2.4076249599456787,3.7340874671936035,1.8581750392913818
1788164789342309400,0.728309326171875,-2.3770999908447266,3.4115123748779297,1.997462511062622
1788164789352404500,0.738404541015625,-2.258574962615967,3.226987600326538,2.093987464904785
1788164789362488600,0.748488525390625,-2.032525062561035,3.0804123878479004,2.0609874725341797
1788164789372576800,0.75857666015625,-1.8298499584197998,2.9546000957489014,2.0414624214172363
1788164789382663200,0.7686630859375,-1.7113250494003296,2.815312385559082,2.1195623874664307
1788164789392753700,0.778753662109375,-1.6343250274658203,2.481874942779541,2.1610875129699707
1788164789402833700,0.788833740234375,-1.6073750257492065,2.0590624809265137,2.1000375747680664
1788164789412931600,0.798931640625,-1.4155625104904175,1.7964375019073486,1.8997000455856323
1788164789423023000,0.809023193359375,-1.1554124355316162,1.7133874893188477,1.70541250705719
1788164789433115600,0.81911572265625,-0.8646000027656555,1.7219125032424927,1.617550015449524
1788164789443205600,0.82920556640625,-0.56045001745224,1.7256250381469727,1.5991250276565552
1788164789453294000,0.839294189453125,-0.24158750474452972,1.6741999387741089,1.5588375329971313
1788164789463384800,0.849384765625,-0.015537500381469727,1.4958624839782715,1.4623124599456787
1788164789473480400,0.85948046875,0.007699999958276749,1.2808125019073486,1.3547874689102173
1788164789483560200,0.869560302734375,-0.05582499876618385,0.98642498254776,1.298550009727478
1788164789493652500,0.879652587890625,-0.11811249703168869,0.8203250169754028,1.2167375087738037
1788164789503746800,0.889746826171875,-0.04001250118017197,0.7250375151634216,1.1092125177383423
1788164789513834800,0.899834716796875,0.20679999887943268,0.46970000863075256,1.0163999795913696
1788164789523922400,0.90992236328125,0.3546124994754791,0.41346248984336853,0.822112500667572
1788164789534010400,0.92001025390625,0.5928999781608582,0.335224986076355,0.6657750010490417
1788164789544097800,0.930097900390625,0.4536125063896179,0.255887508392334,0.6560124754905701
1788164789554184000,0.940183837890625,0.36313748359680176,0.2106499969959259,0.6584874987602234
1788164789564266800,0.950266845703125,0.506137490272522,0.2326499968767166,0.608299970626831
1788164789574362600,0.960362548828125,0.5574250221252441,0.34498751163482666,0.5277249813079834
1788164789584455700,0.97045556640625,0.5134249925613403,0.6370375156402588,0.3737249970436096
1788164789594557400,0.980557373046875,0.4768500030040741,0.7262749671936035,0.33838748931884766
1788164789604659000,0.990658935546875,0.383899986743927,0.7481374740600586,0.3469125032424927
1788164789614739500,1.000739501953125,0.4278999865055084,0.9009000062942505,0.29686251282691956
1788164789624824300,1.01082421875,0.562375009059906,1.1122374534606934,0.2761000096797943
1788164789634914600,1.02091455078125,0.3973749876022339,1.3725249767303467,0.1868624985218048
1788164789645013800,1.031013671875,0.5268999934196472,1.2930500507354736,0.09157499670982361
1788164789655100700,1.0411005859375,0.5391374826431274,0.9693750143051147,0.12457499653100967
1788164789665184800,1.051184814453125,0.43037500977516174,0.9399499893188477,0.08910000324249268
1788164789675276000,1.061276123046875,0.5941374897956848,1.021899938583374,0.02681249938905239
1788164789685361000,1.07136083984375,0.8225250244140625,0.9876624941825867,-0.02447500079870224
1788164789695443500,1.081443359375,0.9202874898910522,0.8166124820709229,-0.08071249723434448
1788164789705529300,1.091529296875,0.8127624988555908,0.5673249959945679,-0.12828749418258667
1788164789715616000,1.101615966796875,0.6051374673843384,0.27665001153945923,-0.16376249492168427
1788164789725697800,1.11169775390625,0.42666250467300415,-0.007974999956786633,-0.17352500557899475
1788164789735784700,1.12178466796875,0.28984999656677246,-0.11921250075101852,-0.14176249504089355
1788164789745869600,1.13186962890625,0.18108749389648438,-0.14973749220371246,-0.1405249983072281
1788164789755955500,1.14195556640625,0.12498749792575836,-0.12168750166893005,-0.13323749601840973
1788164789766035000,1.152034912109375,0.10422500222921371,-0.09597499668598175,-0.07823749631643295
1788164789776124200,1.162124267578125,0.056512501090765,-0.20102499425411224,-0.07823749631643295
1788164789786219000,1.172218994140625,0.030937500298023224,-0.2535499930381775,-0.14176249504089355
1788164789796308200,1.18230810546875,0.04922499880194664,-0.23154999315738678,-0.2639999985694885
