time,seconds_elapsed,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
150233102718147,37.064575,2.28,4.4111695,304.0,571.0999755859375,75.1255667,15.3685267
150234102688301,38.064545,2.26,4.3221226,307.0,571.0999755859375,75.1255267,15.368555
150235099701916,39.061559,2.26,4.269106,304.0,571.0999755859375,75.1254867,15.3685833
150236102926147,40.064783,2.266,4.324696,305.0,571.0999755859375,75.125445,15.3686167
150237109227147,41.071084,2.24,4.3504324,308.0,571.0999755859375,75.1254067,15.36865
150238102226532,42.064083,2.233,4.4472,313.0,571.0999755859375,75.1253717,15.36868
150239103660686,43.065517,2.24,4.509996,317.0,571.0999755859375,75.1253383,15.368715
150240102692071,44.064549,2.22,4.5475707,319.0,571.0999755859375,75.1253117,15.3687467
150241099665917,45.061523,2.216,4.5573506,320.0,571.0999755859375,75.1252867,15.3687733
150242103879763,46.065736,2.2,4.4945545,326.0,571.0999755859375,75.1252633,15.3688017
150243101420917,47.063278,2.2,4.33602,323.0,571.0999755859375,75.1252417,15.3688283
150244097715763,48.059572,2.2,4.1568966,327.0,571.0999755859375,75.12522,15.368855
150245100438455,49.062295,2.2,3.957699,327.0,571.0999755859375,75.1252033,15.3688817
150246103605302,50.065462,2.22,3.7569575,328.0,571.0999755859375,75.1251867,15.3689083
150247104099379,51.065956,2.24,3.635483,329.0,571.0999755859375,75.12517,15.3689383
150248108359379,52.070216,2.26,3.5181265,329.0,571.0999755859375,75.1251517,15.3689717
150249099548686,53.061405,2.28,3.4846694,327.0,571.0999755859375,75.1251317,15.369005
150250098021917,54.059879,2.283,3.5412889,321.0,571.0999755859375,75.1251067,15.3690383
150251102538456,55.064395,2.316,3.6622486,321.0,571.0999755859375,75.1250783,15.3690717
150252093949610,56.055806,2.316,3.8058562,325.0,571.0999755859375,75.1250517,15.3691183
150253096523456,57.058380,2.316,4.0220394,333.0,571.0999755859375,75.1250283,15.369165
150254096768687,58.058625,2.316,4.17903,344.0,571.0999755859375,75.1250133,15.3692133
150255105119379,59.066976,2.32,4.35455,351.0,571.0999755859375,75.125,15.3692617
150256096616610,60.058473,2.3,4.478598,349.0,571.0999755859375,75.1249917,15.3693133
150257098513302,61.060370,2.26,4.5928664,343.0,571.0999755859375,75.1249767,15.36936
150258097527379,62.059384,2.22,4.670075,345.0,571.0999755859375,75.12496,15.3694083
150259105732302,63.067589,2.18,4.648971,347.0,571.0999755859375,75.1249483,15.3694533
150260106111149,64.067968,2.14,4.5244083,349.0,571.0999755859375,75.1249367,15.369495
150261101608379,65.063465,2.1,4.2912393,343.0,571.0999755859375,75.124925,15.3695283
150262103012303,66.064869,2.06,4.1311607,344.0,571.0999755859375,75.1249133,15.3695583
150263101231457,67.063088,2.02,4.000936,348.0,571.0999755859375,75.1248983,15.3696083
150264104771149,68.066628,2.0,3.9854941,349.0,571.0999755859375,75.1248883,15.369655
150265102187687,69.064044,1.95,4.0071125,346.0,571.0999755859375,75.1248783,15.3697017
150266104107995,70.065965,1.88,4.100792,347.0,571.0999755859375,75.1248667,15.3697533
150267101112918,71.062970,1.866,4.227928,345.0,571.0999755859375,75.1248517,15.3698083
150268100581611,72.062438,1.833,4.40036,346.0,571.0999755859375,75.1248367,15.3698667
150269095350149,73.057207,1.816,4.6500006,347.0,571.0999755859375,75.1248233,15.3699267
150270104695688,74.066552,1.8,4.8666987,347.0,571.0999755859375,75.12481,15.36998
150271102709534,75.064566,1.8,5.07722,347.0,571.0999755859375,75.1247967,15.3700267
150272098634765,76.060491,1.8,5.14156,346.0,571.0999755859375,75.1247867,15.370065
150273100513303,77.062370,1.8,5.107074,348.0,571.0999755859375,75.1247767,15.3701017
150274102002534,78.063859,1.8,4.9428773,350.0,571.0999755859375,75.1247683,15.3701333
150275105011457,79.066868,1.8,4.6896343,345.0,571.0999755859375,75.124765,15.3701617
150276101497227,80.063354,1.783,4.500731,342.0,571.0999755859375,75.1247533,15.3701983
150277097376919,81.059234,1.766,4.3504324,343.0,571.0999755859375,75.12474,15.3702383
150278102180073,82.064037,1.72,4.241826,343.0,571.0999755859375,75.124725,15.3702867
150279100376996,83.062234,1.7,4.122925,346.0,571.0999755859375,75.12471,15.3703333
150280093069534,84.054926,1.666,4.0832915,348.0,580.5,75.1246983,15.37038
150281101111765,85.062968,1.633,4.1090274,347.0,580.5,75.1246883,15.3704267
150282100112996,86.061970,1.58,4.2325606,346.0,580.5,75.124675,15.37047
150283101282765,87.063139,1.566,4.369992,345.0,580.5,75.12466,15.370515
150284101544996,88.063402,1.52,4.4966135,345.0,580.5,75.1246483,15.37056
150285104531458,89.066388,1.48,4.6005874,345.0,580.5,75.1246367,15.3705967
150286102491996,90.064349,1.42,4.593381,347.0,580.5,75.1246267,15.37063
150287094707458,91.056564,1.4,4.5300703,340.0,580.5,75.1246167,15.3706633
150288099302227,92.061159,1.366,4.435876,337.0,580.5,75.1246033,15.3707017
150289110835073,93.072692,1.32,4.412199,336.0,580.5,75.124585,15.3707417
150290096199150,94.058056,1.316,4.437935,329.0,580.5,75.1245617,15.3707833
150291102848997,95.064706,1.3,4.495584,324.0,580.5,75.1245333,15.3708267
150292097149304,96.059006,1.3,4.5552917,315.0,580.5,75.1244983,15.3708683
150293101708304,97.063565,1.3,4.6690454,310.0,580.5,75.1244583,15.3709067
150294101334228,98.063191,1.316,4.7946377,312.0,580.5,75.124415,15.3709417
150295100824074,99.062681,1.34,4.9536867,318.0,580.5,75.1243783,15.3709783
150296103876612,100.065733,1.36,5.097809,319.0,580.5,75.124345,15.371015
150297103164382,101.065021,1.4,5.1153092,319.0,580.5,75.1243183,15.3710467
150298102080382,102.063937,1.44,5.022145,319.0,580.5,75.1242983,15.3710717
150299097749305,103.059606,1.45,4.8224325,315.0,580.5,75.12428,15.37109
150300101247997,104.063105,1.48,4.6062493,308.0,580.5,75.1242567,15.3711083
150301097512997,105.059370,1.483,4.387492,307.0,580.5,75.1242317,15.37113
150302096337920,106.058195,1.5,4.1646175,305.0,580.5,75.124205,15.3711483
150303100602844,107.062460,1.516,3.8959324,302.0,580.5,75.1241767,15.3711683
150304097690228,108.059547,1.533,3.6576161,290.0,580.5,75.1241467,15.3711817
150305100734459,109.062591,1.55,3.4198143,280.0,580.5,75.1241183,15.37119
150306101755151,110.063612,1.58,3.248412,279.0,580.5,75.1240867,15.3711883
150307097123151,111.058980,1.6,3.2257643,279.0,580.5,75.1240517,15.3711883
150308099609536,112.061466,1.6,3.3364294,280.0,580.5,75.1240117,15.371195
150309098084998,113.059942,1.6,3.485699,274.0,580.5,75.123965,15.3711967
150310095263152,114.057120,1.6,3.6396008,276.0,580.5,75.1239167,15.3712
150311098806152,115.060663,1.6,3.8274744,276.0,580.5,75.1238667,15.3712033
150312098747767,116.060604,2.647,3.9757144,271.0,580.7999877929688,75.123815,15.3712083
150313099708075,117.061565,2.647,4.0663056,273.0,580.7999877929688,75.1237683,15.3712133
150314104334152,118.066191,2.647,4.1188073,276.0,580.7999877929688,75.1237283,15.3712233
150315102166844,119.064024,2.647,4.111601,269.0,580.7999877929688,75.123695,15.3712283
150316098635383,120.060492,2.498,4.0961595,270.0,580.7999877929688,75.123665,15.37123
150317100545844,121.062403,1.6,4.082262,269.0,580.7999877929688,75.1236333,15.371225
150318100492383,122.062349,1.6,4.0390253,263.0,580.7999877929688,75.123595,15.3712217
150319102221306,123.064078,1.6,4.0513787,260.0,580.7999877929688,75.1235517,15.3712167
150320095095691,124.056952,1.616,4.074541,256.0,580.7999877929688,75.1235067,15.3712083
150321104379152,125.066236,1.66,3.9901266,257.0,580.7999877929688,75.1234617,15.3712
150322099064383,126.060921,1.683,3.9216685,246.0,580.7999877929688,75.1234133,15.3711917
150323092300306,127.054157,1.716,3.9206393,241.0,580.7999877929688,75.1233683,15.3711817
150324100251999,128.062109,1.783,3.9721115,241.0,580.7999877929688,75.1233317,15.3711633
150325097510537,129.059367,1.88,4.081747,240.0,580.7999877929688,75.1232983,15.3711483
150326093309845,130.055167,1.916,4.1496906,237.0,580.7999877929688,75.1232667,15.3711333
150327096278153,131.058135,1.983,4.097189,241.0,580.7999877929688,75.12324,15.3711267
150328093008922,132.054866,2.1,4.004539,251.0,580.7999877929688,75.1232133,15.3711217
150329098716614,133.060573,2.116,3.936081,252.0,580.7999877929688,75.12318,15.371115
150330095687461,134.057544,2.116,3.876373,252.0,580.7999877929688,75.123135,15.37111
150331097100076,135.058957,2.12,3.9057121,253.0,580.7999877929688,75.123095,15.3711
150332096966153,136.058823,2.06,3.9371102,257.0,580.7999877929688,75.1230517,15.37109
150333101317922,137.063175,1.98,3.9386544,258.0,580.7999877929688,75.123005,15.3710833
150334096759384,138.058616,1.933,3.907771,260.0,580.7999877929688,75.122965,15.3710833
150335097960076,139.059817,1.82,3.9015944,265.0,580.7999877929688,75.1229283,15.37108
150336096814538,140.058671,1.8,3.90983,265.0,580.7999877929688,75.122895,15.3710767
150337101268076,141.063125,1.72,3.9993916,267.0,580.7999877929688,75.12286,15.3710733
150338098969846,142.060827,1.716,4.10491,271.0,580.7999877929688,75.1228217,15.3710733
150339098315384,143.060172,1.7,4.1548376,270.0,580.7999877929688,75.1227833,15.3710717
150340101104307,144.062961,1.7,4.1661615,268.0,580.7999877929688,75.122745,15.37107
150341098180692,145.060037,1.72,4.1574116,269.0,580.7999877929688,75.1227033,15.3710667
150342092856923,146.054714,1.733,4.182118,261.0,580.7999877929688,75.1226583,15.3710617
150343100622461,147.062479,1.78,4.2608705,254.0,580.7999877929688,75.1226117,15.3710533
150344097116000,148.058973,1.8,4.396757,250.0,580.7999877929688,75.122565,15.3710383
150345101284000,149.063141,1.88,4.534703,253.0,580.7999877929688,75.1225183,15.371025
150346099853846,150.061711,1.92,4.6685305,257.0,580.7999877929688,75.12247,15.3710167
150347101154462,151.063011,1.96,4.727209,259.0,580.7999877929688,75.1224267,15.3710067
150348105445000,152.067302,1.98,4.6803694,256.0,580.7999877929688,75.12239,15.3709967
150349098653846,153.060511,2.0,4.5774245,259.0,580.7999877929688,75.1223583,15.3709883
150350102046846,154.063904,2.0,4.5166874,262.0,580.7999877929688,75.1223217,15.3709867
150351096486231,155.058343,2.0,4.5079374,264.0,580.7999877929688,75.12228,15.3709817
150352100388077,156.062245,2.016,4.5372763,266.0,580.7999877929688,75.12223,15.3709767
150353099343077,157.061200,2.033,4.5799985,259.0,580.7999877929688,75.1221783,15.3709667
150354099925923,158.061783,2.06,4.5856605,253.0,580.7999877929688,75.12213,15.370955
150355097889847,159.059747,2.066,4.543453,249.0,580.7999877929688,75.122085,15.37094
150356099976001,160.061833,2.12,4.5341883,240.0,580.7999877929688,75.1220433,15.37092
150357101464001,161.063321,2.16,4.5202904,239.0,580.7999877929688,75.122005,15.3709
150358096415385,162.058272,2.183,4.530585,236.0,580.7999877929688,75.121975,15.3708867
150359103608078,163.065465,2.26,4.524923,228.0,580.7999877929688,75.1219533,15.3708717
150360094753232,164.056610,2.283,4.4508033,213.0,580.7999877929688,75.1219417,15.3708517
150361101700001,165.063557,2.36,4.3329315,200.0,580.7999877929688,75.121935,15.370825
150362099051078,166.060908,2.366,4.1929274,191.0,580.7999877929688,75.1219417,15.3707883
150363099967078,167.061824,2.4,4.0601287,190.0,580.7999877929688,75.1219333,15.3707483
150364101567078,168.063424,2.416,3.9288747,191.0,580.7999877929688,75.1219267,15.3707117
150365108360078,169.070217,2.44,3.8614461,191.0,580.7999877929688,75.1219183,15.3706733
150366103066847,170.064924,2.46,3.7533545,195.0,580.7999877929688,75.1219083,15.3706367
150367102730847,171.064588,2.48,3.7008529,197.0,580.7999877929688,75.1219033,15.3705983
150368106160001,172.068017,2.5,3.7003381,202.0,580.7999877929688,75.121895,15.37056
150369100778847,173.062636,2.5,3.7111473,203.0,580.7999877929688,75.12189,15.3705217
150370099759155,174.061616,2.5,3.6653368,192.0,580.7999877929688,75.1218883,15.3704917
150371103861232,175.065718,2.5,3.5361416,183.0,580.7999877929688,75.1218867,15.37047
150372095749848,176.057607,2.483,3.2494414,176.0,580.7999877929688,75.1218967,15.37045
150373096178540,177.058035,2.45,2.8603113,175.0,580.7999877929688,75.1219,15.370445
150374093272002,178.055129,2.4,2.4752991,93.0,580.7999877929688,75.1218983,15.3704483
150375097985309,179.059842,2.333,2.0763896,48.0,580.7999877929688,75.1218983,15.3704517
150376098670156,180.060527,2.25,1.7063042,52.0,580.7999877929688,75.1218983,15.3704533
150377098161002,181.060018,2.12,1.3367336,41.0,580.7999877929688,75.1218967,15.370455
150378101144002,182.063001,2.04,0.98517835,48.0,580.7999877929688,75.1218933,15.3704517
150379097945925,183.059803,1.98,0.68766886,181.0,580.7999877929688,75.121895,15.3704467
150380098793617,184.060650,1.92,0.4421464,181.0,580.7999877929688,75.1218967,15.3704433
150381099637233,185.061494,1.88,0.0,0.0,580.7999877929688,75.121895,15.37044
150382097145925,186.059003,1.85,0.0,0.0,580.7999877929688,75.121895,15.3704367
150383100038541,187.061895,1.8,0.0,0.0,580.7999877929688,75.1218933,15.370435
150384063000000,188.024857,8.186,0.0,0.0,572.0,75.1218933,15.370435
150385094709002,189.056566,7.231,0.0,0.0,572.0,75.1218933,15.370435
150386101331695,190.063188,8.119,0.0,0.0,572.0,75.1218933,15.370435
150387096917618,191.058774,7.202,0.0,0.0,572.0,75.1218933,15.370435
150388098594541,192.060451,7.202,0.0,0.0,572.0,75.1218933,15.370435
150389094074464,193.055931,1.7,0.0,0.0,572.0,75.1218933,15.370435
150390095576310,194.057433,1.7,0.0,0.0,572.0,75.1218933,15.370435
150391093968080,195.055825,1.7,0.0,0.0,572.0,75.1218933,15.370435
150392094960926,196.056818,1.7,0.0,0.0,572.0,75.1218933,15.370435
