time,seconds_elapsed,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
150197089450760,1.051307,1.966,0.07720833,0.0,570.7000122070312,75.1268833,15.36757
150198097840606,2.059697,2.133,2.0686686,335.0,570.7000122070312,75.1268633,15.36759
150199096052991,3.057910,2.02,2.1880841,336.0,570.7000122070312,75.12685,15.3676067
150200093027376,4.054884,1.983,2.4392686,339.0,570.7000122070312,75.1268417,15.3676283
150201098112991,5.059970,1.971,2.4511073,340.0,570.7000122070312,75.1268333,15.3676467
150202094514222,6.056371,1.914,2.6482458,323.0,570.7000122070312,75.126815,15.3676717
150203094427991,7.056285,1.885,3.3678274,315.0,570.7000122070312,75.1267883,15.3677
150204100819068,8.062676,1.88,3.732251,314.0,570.7000122070312,75.1267567,15.3677333
150205101595068,9.063452,1.92,3.8701963,310.0,570.7000122070312,75.1267283,15.3677567
150206102095992,10.063953,2.486,4.0143185,307.0,571.0999755859375,75.1266967,15.36778
150207097310838,11.059168,2.536,4.0431433,305.0,571.0999755859375,75.12666,15.3678033
150208102852992,12.064710,2.602,4.346829,306.0,571.0999755859375,75.1266183,15.3678283
150209103086530,13.064943,2.669,4.263444,309.0,571.0999755859375,75.1265767,15.3678583
150210101798146,14.063655,2.736,4.385948,310.0,571.0999755859375,75.1265383,15.3678917
150211101289607,15.063146,2.3,4.644853,311.0,571.0999755859375,75.1264983,15.3679217
150212105754530,16.067611,2.36,4.9701576,309.0,571.0999755859375,75.12645,15.3679583
150213105053915,17.066911,2.36,4.9670696,306.0,571.0999755859375,75.1264033,15.3679917
150214103386146,18.065243,2.36,5.049425,304.0,571.0999755859375,75.1263583,15.3680233
150215096955454,19.058812,2.35,5.327375,302.0,571.0999755859375,75.1263133,15.3680533
150216108105300,20.069962,2.3,4.3391085,304.0,571.0999755859375,75.1262667,15.3680817
150217095653838,21.057511,2.283,4.8409624,304.0,571.0999755859375,75.1262233,15.36811
150218103964915,22.065822,2.25,4.9228034,302.0,571.0999755859375,75.126175,15.3681333
150219098827685,23.060684,2.233,4.995379,302.0,571.0999755859375,75.1261283,15.3681583
150220106844300,24.068701,2.2,5.0597196,300.0,571.0999755859375,75.1260833,15.3681833
150221108783992,25.070641,2.2,5.1261187,300.0,571.0999755859375,75.1260367,15.36821
150222100584377,26.062441,2.2,5.147222,301.0,571.0999755859375,75.12599,15.3682417
150223101739993,27.063597,2.2,5.1899443,302.0,571.0999755859375,75.1259467,15.36827
150224103803146,28.065660,2.2,5.2764177,304.0,571.0999755859375,75.1259,15.3682967
150225101776070,29.063633,2.2,5.3170805,303.0,571.0999755859375,75.1258517,15.3683267
150226101600070,30.063457,2.233,5.248108,305.0,571.0999755859375,75.1258083,15.3683567
150227104647993,31.066505,2.28,5.1842823,304.0,571.0999755859375,75.1257717,15.3683817
150228101570224,32.063427,2.283,5.058175,305.0,571.0999755859375,75.1257333,15.36841
150229102075070,33.063932,2.3,4.9305243,300.0,571.0999755859375,75.1256967,15.3684383
150230096533839,34.058391,2.316,4.775078,300.0,571.0999755859375,75.1256667,15.3684617
150231104890532,35.066747,2.32,4.6036754,302.0,571.0999755859375,75.1256367,15.3684817
150232099343070,36.061200,2.316,4.4888926,305.0,571.0999755859375,75.1256033,15.3685033
