time,seconds_elapsed,z,y,x
1788164603641168400,0.16816845703125,0.13378749787807465,0.4606249928474426,-0.20102499425411224
1788164603651255600,0.178255615234375,0.19483749568462372,0.6487249732017517,-0.29878750443458557
1788164603663369700,0.19036962890625,0.295074999332428,0.7880125045776367,-0.42707499861717224
1788164603673470200,0.20047021484375,0.40383750200271606,0.8210124969482422,-0.5479375123977661
1788164603683567600,0.210567626953125,0.4978874921798706,0.8442500233650208,-0.6664624810218811
1788164603693666600,0.22066650390625,0.5601750016212463,0.909012496471405,-0.7690374851226807
1788164603703762400,0.230762451171875,0.6529874801635742,0.9310125112533569,-0.8435624837875366
1788164603713852000,0.240851806640625,0.7177500128746033,0.9933000206947327,-0.9290875196456909
1788164603734034200,0.2610341796875,0.9486125111579895,0.9810624718666077,-1.0818500518798828
1788164603744125700,0.271125732421875,0.9755625128746033,0.9248250126838684,-1.2199000120162964
1788164603754208800,0.281208740234375,0.7727500200271606,0.31033748388290405,-1.0683749914169312
1788164603764297500,0.29129736328125,0.6591749787330627,0.5291000008583069,-0.6494125127792358
1788164603774380300,0.30138037109375,0.7434625029563904,1.2131625413894653,-0.6274124979972839
1788164603784465000,0.31146484375,0.9425625205039978,1.5492124557495117,-1.1856625080108643
1788164603794556400,0.321556396484375,0.9865624904632568,1.6677374839782715,-1.750100016593933
1788164603804640000,0.331639892578125,0.9560375213623047,1.8913124799728394,-2.0469624996185303
1788164603814728700,0.341728759765625,0.990274965763092,1.771549940109253,-2.314537525177002
1788164603824819500,0.3518193359375,0.7788000106811523,2.034174919128418,-2.1447250843048096
1788164603834905000,0.361905029296875,0.505174994468689,2.594899892807007,-2.0787250995635986
1788164603845006000,0.372006103515625,0.15950000286102295,2.0561749935150146,-2.004199981689453
1788164603855089400,0.38208935546875,-0.12402500212192535,-0.21615000069141388,-1.9175750017166138
1788164603865183500,0.39218359375,-0.05555000156164169,-1.2509750127792358,-1.570525050163269
1788164603875273000,0.40227294921875,-0.1093124970793724,-1.4916000366210938,-0.824037492275238
1788164603885362700,0.41236279296875,-0.07631249725818634,-1.347499966621399,-0.2083124965429306
1788164603895458600,0.42245849609375,0.2523125112056732,-1.3340250253677368,-0.04468749836087227
1788164603905542400,0.43254248046875,0.36465001106262207,-1.1666874885559082,0.08002500236034393
1788164603915624400,0.44262451171875,0.1863124966621399,-1.027400016784668,0.04331250116229057
1788164603925710600,0.452710693359375,0.04221250116825104,-0.9211124777793884,-0.15207499265670776
1788164603935799800,0.4627998046875,-0.141075000166893,-0.65972501039505,-0.2633124887943268
1788164603945888300,0.47288818359375,-0.4978874921798706,-0.5546749830245972,-0.17407499253749847
1788164603955967500,0.482967529296875,-0.7140374779701233,-0.4862000048160553,0.009074999950826168
1788164603966058800,0.493058837890625,0.7935125231742859,1.1166374683380127,-0.9230374693870544
1788164603976141800,0.503141845703125,2.4721124172210693,0.9822999835014343,-1.729337453842163
1788164603986229000,0.51322900390625,2.3500125408172607,-0.5900124907493591,-0.9828500151634216
1788164603996310000,0.52331005859375,1.7648124694824219,-1.2876875400543213,-0.5381749868392944
1788164604006393000,0.53339306640625,1.300475001335144,-1.5881249904632568,-0.9315624833106995
1788164604016473000,0.54347314453125,1.1526625156402588,-2.1612250804901123,-1.3029500246047974
1788164604026562300,0.553562255859375,1.0940874814987183,-2.416562557220459,-1.4557124376296997
1788164604036647700,0.563647705078125,1.117324948310852,-1.8997000455856323,-1.4924249649047852
1788164604046739500,0.573739501953125,1.2969000339508057,-1.1593999862670898,-1.4484249353408813
1788164604056821000,0.583821044921875,1.483762502670288,-0.5314375162124634,-1.2846624851226807
1788164604066912800,0.593912841796875,1.6169999837875366,0.1467124968767166,-1.0195624828338623
1788164604076996400,0.603996337890625,1.6010500192642212,0.9162999987602234,-0.7141749858856201
1788164604087089700,0.614089599609375,1.3384250402450562,1.617550015449524,-0.12773749232292175
1788164604097172700,0.6241728515625,1.1368499994277954,2.6536123752593994,0.2998875081539154
1788164604107263200,0.63426318359375,1.0928499698638916,3.661487579345703,0.5454624891281128
1788164604117344800,0.6443447265625,0.9975624680519104,1.8436000347137451,0.4244624972343445
1788164604127431200,0.65443115234375,0.8692749738693237,-0.10381250083446503,0.05431250110268593
1788164604137509400,0.66450927734375,0.7752249836921692,-1.700600028038025,-0.4160749912261963
