held_out,draw,scenario,shape_median_m,shape_p95_m,drift_pct
948G_RVV-2026-08-30_16-31-01,9,"3 incl. faulty, median",1.7319861806940828,5.845083788941078,1.3087808491221804
948G_RVV-2026-08-30_16-31-01,10,1 contributor,1.691450938397178,5.694526013070409,1.113075865267737
948G_RVV-2026-08-30_16-31-01,10,3 contributors,2.2546036689663174,4.585784157383911,1.1183711355613106
948G_RVV-2026-08-30_16-31-01,10,faulty contributor alone,5.130651010868055,44.33696309441379,11.599414102356342
948G_RVV-2026-08-30_16-31-01,10,"3 incl. faulty, averaged",2.9533088855721172,16.051691533330068,5.601797114530192
948G_RVV-2026-08-30_16-31-01,10,"3 incl. faulty, median",2.207055866282132,5.049227722984781,1.1183711355613106
948G_RVV-2026-08-30_16-31-01,11,1 contributor,6.461552727763373,9.481328792982096,13.138420943077362
948G_RVV-2026-08-30_16-31-01,11,3 contributors,1.7375886840703179,5.732388856189069,1.2560393321061036
948G_RVV-2026-08-30_16-31-01,11,faulty contributor alone,2.7740629111481647,41.099495781525725,8.495556653595912
948G_RVV-2026-08-30_16-31-01,11,"3 incl. faulty, averaged",3.350438541575593,17.042651425925882,7.978013677805049
948G_RVV-2026-08-30_16-31-01,11,"3 incl. faulty, median",3.2794153294561523,7.780950899141779,1.8382007266860392
948G_RVV-2026-08-30_16-31-01,12,1 contributor,2.2149055470384935,10.807026689764383,0.5608114076224742
948G_RVV-2026-08-30_16-31-01,12,3 contributors,1.8656843706542663,5.074923253382461,0.7480444331854152
948G_RVV-2026-08-30_16-31-01,12,faulty contributor alone,2.7008488833510995,45.25755676507882,11.349697533983397
948G_RVV-2026-08-30_16-31-01,12,"3 incl. faulty, averaged",1.910580391463177,17.494531220985802,3.6817328400147735
948G_RVV-2026-08-30_16-31-01,12,"3 incl. faulty, median",2.026266177905107,4.993057255704813,2.313311348499819
948G_RVV-2026-08-30_16-31-01,13,1 contributor,3.5160072938043916,44.559411210317634,7.351300624854205
948G_RVV-2026-08-30_16-31-01,13,3 contributors,3.7015553274373554,8.57307228821164,1.4446239565334569
948G_RVV-2026-08-30_16-31-01,13,faulty contributor alone,3.433574839812266,41.56567422095519,9.084501174977891
948G_RVV-2026-08-30_16-31-01,13,"3 incl. faulty, averaged",5.41148419345973,18.971235072357334,13.933855866575346
948G_RVV-2026-08-30_16-31-01,13,"3 incl. faulty, median",5.4048858055929685,9.055137117378386,14.091405085209766
